# num_shells num_filled freq ml p   label energy
          18          7  1.0  1  62 add   27.21224407584126
          18          7  1.0  2  51 rm    25.835760086734965
          18          7  1.0  2  78 add   27.90338248934998
          18          7 0.28  0  49 rm    10.88536644165253
          18          7 0.28  0  80 add   11.811328497654442
          18          7 0.28  1  37 rm    10.69478969822168
          18          7 0.28  1  62 add   11.555593828112723
          18          7 0.28  2  51 rm    10.87700839210323
          18          7 0.28  2  78 add   11.798857176114359
          19          5  1.0  0  25 rm    16.763972473370853
          19          5  1.0  0  48 add   18.83276084330484
          19          5  1.0  1  17 rm    16.099714450712874
          19          5  1.0  1  34 add   18.15161362079791
          19          5  1.0  2  27 rm    16.732369106230667
          19          5  1.0  2  46 add   18.80478148923095
          19          5 0.28  0  25 rm    6.827809176518066
          19          5 0.28  0  48 add   7.586969629225261
          19          5 0.28  1  17 rm    6.668604055137214
          19          5 0.28  1  34 add   7.437036535582078
          19          5 0.28  2  27 rm    6.8211597018076695
          19          5 0.28  2  46 add   7.580086451387293
          19          6  0.1  0  25 rm    4.3066577358467875
          19          6  0.1  0  48 add   4.761413020324887
          19          6  0.1  1  37 rm    4.367178885522215
          19          6  0.1  1  62 add   4.8357207568156735
          19          6  0.1  2  27 rm    4.304000766841576
          19          6  0.1  2  46 add   4.752512480635198
          19          6  1.0  0  25 rm    20.54975960533757
          19          6  1.0  0  48 add   22.563801295708345
          19          6  1.0  1  37 rm    21.179714179000648
          19          6  1.0  1  62 add   23.201585530378072
          19          6  1.0  2  27 rm    20.524942721062203
          19          6  1.0  2  46 add   22.522806132554077
          19          6 0.28  0  25 rm    8.539596916632963
          19          6 0.28  0  48 add   9.322788784352275
          19          6 0.28  1  37 rm    8.692281269673893
          19          6 0.28  1  62 add   9.50170196939393
          19          6 0.28  2  27 rm    8.5335513986731
          19          6 0.28  2  46 add   9.306926842078212
          19          7  0.1  0  49 rm    5.5922686461854845
          19          7  0.1  0  80 add   6.077794481650561
          19          7  0.1  1  37 rm    5.53216903919298
          19          7  0.1  1  62 add   6.025073047427061
          19          7  0.1  2  51 rm    5.588443860820808
          19          7  0.1  2  78 add   6.073510368414649
          19          7  1.0  0  49 rm    25.834863919756234
          19          7  1.0  0  80 add   27.82657620327061
          19          7  1.0  1  37 rm    25.210581340839408
          19          7  1.0  1  62 add   27.197035665563643
          19          7  1.0  2  51 rm    25.81142870244571
          19          7  1.0  2  78 add   27.80531337337087
          19          7 0.28  0  49 rm    10.78462454204735
          19          7 0.28  0  80 add   11.632779958174662
          19          7 0.28  1  37 rm    10.628730940137547
          19          7 0.28  1  62 add   11.476961017457084
          19          7 0.28  2  51 rm    10.776642979250113
          19          7 0.28  2  78 add   11.62215354441542
          20          5  0.1  0  25 rm    3.34257158781388
          20          5  0.1  0  48 add   3.7524684303187086
          20          5  0.1  1  17 rm    3.2951258621557193
          20          5  0.1  1  34 add   3.696939456779796
          20          5  0.1  2  27 rm    3.3444964029476494
